Topic	Event	Label	Tweet_id
Ukraine	TR01	Other	1498911172971700224
Ukraine	TR01	True	1500175809545392136
Ukraine	TR01	False	1497677854737375233
Ukraine	TR01	Other	1511361737538392070
Ukraine	TR01	False	1498442689867616258
Ukraine	TR01	Other	1511258938930601985
Ukraine	TR01	Other	1511309998076604423
Ukraine	TR01	False	1499401550376046594
Ukraine	TR01	True	1500136648964780032
Ukraine	TR01	Other	1511415665424482313
Ukraine	TR01	True	1500126259153707017
Ukraine	TR01	Other	1511276472404688897
Ukraine	TR01	False	1499393544850526215
Ukraine	TR01	Other	1511273113375461377
Ukraine	TR01	Other	1511385691061596166
Ukraine	TR01	Other	1510966396523528209
Ukraine	TR01	Other	1511273515361906692
Ukraine	TR01	Other	1511112401579556868
Ukraine	TR01	Other	1511341353824923654
Ukraine	TR01	False	1499060387479699456
Ukraine	TR01	Other	1511382073247944716
Ukraine	TR02	Other	1509482644295364613
Ukraine	TR02	Other	1502305950446854149
Ukraine	TR02	Other	1508940710061518848
Ukraine	TR02	Other	1508872862924521482
Ukraine	TR02	Other	1502282143996776448
Ukraine	TR02	Other	1498305395458252804
Ukraine	TR02	Other	1510074537831976963
Ukraine	TR02	True	1498323611861590019
Ukraine	TR02	Other	1510234250829774853
Ukraine	TR02	Other	1498265812657913856
Ukraine	TR02	Other	1507286188469764131
Ukraine	TR02	Other	1510866437652598787
Ukraine	TR02	Other	1509052928597843971
Ukraine	TR02	Other	1498297028845178884
Ukraine	TR02	True	1498310736002625545
Ukraine	TR02	Other	1498379354040160261
Ukraine	TR02	Other	1506725657056882691
Ukraine	TR02	True	1498219836144599041
Ukraine	TR02	Other	1506028876559962120
Ukraine	TR02	Other	1508842844693286912
Ukraine	TR02	Other	1508831371967488001
Ukraine	TR02	Other	1509894633563861004
Ukraine	TR02	Other	1509958507877052422
Ukraine	TR02	Other	1509109290262487050
Ukraine	TR02	Other	1508408984075743238
Ukraine	TR02	True	1498230959094779904
Ukraine	TR02	Other	1508822954838265864
Ukraine	TR02	Other	1500472095951757313
Ukraine	TR02	Other	1498375677258698757
Ukraine	TR02	True	1499025059033329666
Ukraine	TR02	True	1498746184256700417
Ukraine	TR02	Other	1510766273919131649
Ukraine	TR02	True	1498232595234099200
Ukraine	TR02	False	1498308419794657292
Ukraine	TR02	Other	1509071946104942592
Ukraine	TR02	Other	1509188859325825031
Ukraine	TR02	True	1498195182713544705
Ukraine	TR02	Other	1510914464031383552
Ukraine	TR02	Other	1510144800196116480
Ukraine	TR02	Other	1504897734536577032
Ukraine	TR02	Other	1502626924975341568
Ukraine	TR02	True	1498185143202295809
Ukraine	TR02	True	1498190075288559618
Ukraine	TR02	False	1498725192901828621
Ukraine	TR02	Other	1501561572912734208
Ukraine	TR02	True	1498307001423695880
Ukraine	TR02	Other	1511332239656771588
Ukraine	TR02	Other	1502034355975241739
Ukraine	TR02	True	1498235494202761224
Ukraine	TR02	Other	1498947428149567490
Ukraine	TR02	Other	1507014009869914113
Ukraine	TR02	True	1498220146896384001
Ukraine	TR02	Other	1510616567373086720
Ukraine	TR02	Other	1508983484802473988
Ukraine	TR02	True	1498301029514895362
Ukraine	TR02	Other	1510611650151333895
Ukraine	TR02	Other	1505254617063604224
Ukraine	TR02	Other	1503999164690186242
Ukraine	TR02	Other	1511416863422566400
Ukraine	TR02	True	1498667175929794560
Ukraine	TR02	True	1498231053340889088
Ukraine	TR02	True	1498243902171582466
Ukraine	TR02	Other	1508872529028345859
Ukraine	TR02	True	1498326882126860299
Ukraine	TR02	Other	1498233162559893509
Ukraine	TR02	Other	1502287286645448712
Ukraine	TR02	Other	1509068536395833345
Ukraine	TR02	Other	1498732151830888451
Ukraine	TR02	True	1498317117279637514
Ukraine	TR02	True	1498206217679687680
Ukraine	TR02	Other	1510661744808574979
Ukraine	TR02	True	1502272379166371843
Ukraine	TR02	True	1498181121401573376
Ukraine	TR02	Other	1508496863175004173
Ukraine	TR02	Other	1508819173371224079
Ukraine	TR02	True	1498194391692984324
Ukraine	TR02	Other	1508817801603133446
Ukraine	TR02	Other	1498243939194880005
Ukraine	TR02	Other	1498315129376624648
Ukraine	TR02	True	1498406179604729860
Ukraine	TR02	Other	1509105321121353728
Ukraine	TR02	Other	1507352005349679104
Ukraine	TR02	True	1499031433201000448
Ukraine	TR02	True	1498317193926295558
Ukraine	TR02	Other	1508884492307472385
Ukraine	TR02	True	1498234712958980099
Ukraine	TR02	True	1498339111366758408
Ukraine	TR02	True	1498257433449353230
Ukraine	TR02	Other	1501503941875544066
Ukraine	TR02	Other	1498721108161437697
Ukraine	TR02	Other	1498237242250346496
Ukraine	TR02	True	1499314700684779521
Ukraine	TR02	True	1498221423416037379
Ukraine	TR02	Other	1499696151959941132
Ukraine	TR02	Other	1509222373530251269
Ukraine	TR02	Other	1509078630718185476
Ukraine	TR02	Other	1498339103628275719
Ukraine	TR02	Other	1509080417873408006
Ukraine	TR02	True	1498269752858484743
Ukraine	TR02	Other	1498259633022156803
Ukraine	TR02	True	1498276996081717249
Ukraine	TR02	Other	1509936080505630722
Ukraine	TR02	Other	1509548613625597955
Ukraine	TR02	Other	1507704574295031815
Ukraine	TR02	True	1498622327755616256
Ukraine	TR02	True	1498191784802988032
Ukraine	TR02	Other	1508751691457380359
Ukraine	TR02	True	1498271508862578692
Ukraine	TR02	True	1498293566606614534
Ukraine	TR02	True	1498216814718902272
Ukraine	TR02	Other	1510728563598807040
Ukraine	TR02	Other	1502776769035780105
Ukraine	TR02	Other	1498720374405619724
Ukraine	TR02	Other	1498262320308490241
Ukraine	TR02	Other	1510608899602362377
Ukraine	TR02	Other	1498298547028045831
Ukraine	TR02	Other	1509056476085690370
Ukraine	TR02	True	1498236018511728641
Ukraine	TR02	True	1498244927569940491
Ukraine	TR02	True	1498336648194572288
Ukraine	TR02	True	1498231600538030082
Ukraine	TR02	Other	1510409469540413456
Ukraine	TR02	True	1498243727491489802
Ukraine	TR02	True	1498227941284749313
Ukraine	TR02	Other	1498705716722475008
Ukraine	TR02	Other	1509095841503535107
Ukraine	TR02	Other	1498381716079230981
Ukraine	TR02	Other	1510629833545601027
Ukraine	TR02	True	1498236826729041922
Ukraine	TR02	True	1498189061265268746
Ukraine	TR02	True	1498233238078341120
Ukraine	TR02	True	1498183079336230914
Ukraine	TR02	Other	1499877688680538119
Ukraine	TR02	True	1498217349576593411
Ukraine	TR02	Other	1508763310824509444
Ukraine	TR02	True	1498293533177954306
Ukraine	TR02	Other	1509882742141558784
Ukraine	TR02	Other	1509071904321286148
Ukraine	TR02	True	1498237642588176384
Ukraine	TR02	Other	1511465649276653568
Ukraine	TR02	Other	1500115039386222596
Ukraine	TR02	True	1498670255794753544
Ukraine	TR02	Other	1509080863929155584
Ukraine	TR02	Other	1510561716559618056
Ukraine	TR02	Other	1498747754251755525
Ukraine	TR02	Other	1501889417946017794
Ukraine	TR02	Other	1509120752796196865
Ukraine	TR02	Other	1511051501719928836
Ukraine	TR02	Other	1498566368836435979
Ukraine	TR03	Other	1510152090668183552
Ukraine	TR03	Other	1509627874554351630
Ukraine	TR03	Other	1510704182747185152
Ukraine	TR03	Other	1510148713242664962
Ukraine	TR03	Other	1511055955424858122
Ukraine	TR03	Other	1510008874711105542
Ukraine	TR03	False	1497784348589707265
Ukraine	TR03	False	1498203612836732929
Ukraine	TR03	Other	1510153608045772802
Ukraine	TR03	Other	1509467006717812736
Ukraine	TR03	True	1498091626325024768
Ukraine	TR03	Other	1510150677095489541
Ukraine	TR03	Other	1507274185399320608
Ukraine	TR03	Other	1510187708685201409
Ukraine	TR03	Other	1509536371479912452
Ukraine	TR03	Other	1510262526247727106
Ukraine	TR03	Other	1507596159719727107
Ukraine	TR03	Other	1510292808237731842
Ukraine	TR03	Other	1508866914851954701
Ukraine	TR03	Other	1509230805196980230
Ukraine	TR03	Other	1508657921504288773
Ukraine	TR03	Other	1507089870472241159
Ukraine	TR03	Other	1509795473682485252
Ukraine	TR03	Other	1496944569933615104
Ukraine	TR03	Other	1507223786797641744
Ukraine	TR03	Other	1510154790931767297
Ukraine	TR03	Other	1510151544829792257
Ukraine	TR03	Other	1510147137367064578
Ukraine	TR03	Other	1499746553828941830
Ukraine	TR03	Other	1508167017567854596
Ukraine	TR03	Other	1510330299611336711
Ukraine	TR03	Other	1509769033838645273
Ukraine	TR03	False	1498250839676362759
Ukraine	TR03	False	1497974918973165569
Ukraine	TR03	Other	1510998407669850116
Ukraine	TR03	Other	1509631126469427229
Ukraine	TR03	Other	1510633146685046793
Ukraine	TR03	Other	1509148264968376330
Ukraine	TR03	Other	1509970516672749568
Ukraine	TR03	True	1499295514034122753
Ukraine	TR03	False	1499129992566824962
Ukraine	TR03	True	1498248367297728512
Ukraine	TR03	Other	1509131807836577793
Ukraine	TR03	True	1498270205902000130
Ukraine	TR03	True	1498249525378572289
Ukraine	TR03	Other	1509213794148442117
Ukraine	TR03	Other	1508434982104141824
Ukraine	TR03	False	1498051114767466502
Ukraine	TR03	Other	1510151836866682887
Ukraine	TR03	Other	1510599535994748929
Ukraine	TR03	False	1498249133622243328
Ukraine	TR03	Other	1511260014052270080
Ukraine	TR03	False	1498943528361250816
Ukraine	TR03	Other	1509133814748094469
Ukraine	TR03	Other	1510747225424642051
Ukraine	TR03	Other	1509187571678691331
Ukraine	TR03	Other	1510166993944686595
Ukraine	TR03	Other	1510239253892157442
Ukraine	TR03	Other	1507111264354508805
Ukraine	TR03	True	1497937279586906115
Ukraine	TR03	True	1498110665478873094
Ukraine	TR03	Other	1509431306719043586
Ukraine	TR03	True	1497992144254029827
Ukraine	TR03	Other	1500588799918997504
Ukraine	TR03	False	1498268893122600969
Ukraine	TR03	Other	1510225844857364480
Ukraine	TR03	True	1503269160566022149
Ukraine	TR03	True	1498226418332930048
Ukraine	TR03	Other	1510029535517065223
Ukraine	TR03	Other	1510761749288468483
Ukraine	TR03	False	1497998746705137665
Ukraine	TR03	Other	1507220756828237868
Ukraine	TR03	Other	1508439941197537288
Ukraine	TR04	Other	1511369765264281604
Ukraine	TR04	True	1499767290346328066
Ukraine	TR04	True	1499854743543422985
Ukraine	TR04	Other	1511290449432129538
Ukraine	TR04	False	1499760166652235781
Ukraine	TR04	False	1500104577818972166
Ukraine	TR04	True	1500018935919480837
Ukraine	TR04	False	1499753032849969157
Ukraine	TR04	True	1500122952276324356
Ukraine	TR04	Other	1511388445838508032
Ukraine	TR04	Other	1511350621714227203
Ukraine	TR04	Other	1511295850479333379
Ukraine	TR04	False	1507760482215927813
Ukraine	TR04	False	1511289292907327492
Ukraine	TR04	Other	1511409455346462721
Ukraine	TR04	Other	1511294449451732994
Ukraine	TR04	Other	1511417181854224387
Ukraine	TR04	Other	1511340596266508290
Ukraine	TR04	Other	1511390785719185408
Ukraine	TR04	True	1500110302964338690
Ukraine	TR04	False	1499735117371260932
Ukraine	TR04	Other	1511392897723154437
Ukraine	TR04	False	1499738996561395713
Ukraine	TR04	False	1499795024015499269
Ukraine	TR04	Other	1511277973957222417
Ukraine	TR04	True	1500079256579153921
Ukraine	TR04	Other	1511264711551107076
Ukraine	TR04	Other	1511301902490816513
Ukraine	TR04	False	1499804590648266756
Ukraine	TR04	False	1499843938160726020
Ukraine	TR04	True	1499771247441367046
Ukraine	TR04	Other	1511486803085299715
Ukraine	TR04	False	1497683920988561408
Ukraine	TR04	False	1499740928810041346
Ukraine	TR04	True	1499894996694097922
Ukraine	TR04	False	1499787241316564992
Ukraine	TR04	False	1499743025622392832
Ukraine	TR04	Other	1511253353061396483
Ukraine	TR04	False	1499755931067891714
Ukraine	TR04	True	1497169079408410630
Ukraine	TR04	True	1497166392692518932
Ukraine	TR04	Other	1511380500581081090
Ukraine	TR04	False	1501279964808757258
Ukraine	TR04	Other	1511411028302901248
Ukraine	TR04	False	1499961936150204416
Ukraine	TR04	True	1499864587214077952
Ukraine	TR04	False	1499842105606291456
Ukraine	TR04	False	1499784469816950788
Ukraine	TR04	False	1499753321078394885
Ukraine	TR04	Other	1511429956378800136
Ukraine	TR04	Other	1511286386892103682
Ukraine	TR04	Other	1499770021794430978
Ukraine	TR04	Other	1499815909183131653
Ukraine	TR04	True	1499788108891631617
Ukraine	TR04	False	1501916008029822977
Ukraine	TR04	Other	1499776094144286734
Ukraine	TR04	Other	1511416963154780173
Ukraine	TR04	Other	1511352129977524225
Ukraine	TR04	Other	1511375281415544837
Ukraine	TR04	True	1499797628489539588
Ukraine	TR04	False	1499773866465542156
Ukraine	TR04	True	1499818277236789253
Ukraine	TR04	False	1499768034420047873
Ukraine	TR04	False	1499800711617466379
Ukraine	TR04	Other	1511325286364639237
Ukraine	TR04	False	1499745488391782406
Ukraine	TR04	Other	1511304524576792578
Ukraine	TR04	Other	1511333087887691779
Ukraine	TR04	Other	1511430182237884416
Ukraine	TR04	Other	1500037758110343169
Ukraine	TR04	True	1497990282893266951
Ukraine	TR04	False	1499803339789418502
Ukraine	TR04	Other	1511487303113445379
Ukraine	TR04	Other	1511416708371787785
Ukraine	TR04	Other	1511449063278977024
Ukraine	TR04	Other	1511441796999569429
Ukraine	TR04	False	1500497166376349706
Ukraine	TR04	False	1499768532481024000
Ukraine	TR04	Other	1511278722187468806
Ukraine	TR04	False	1499746975050313742
Ukraine	TR04	Other	1511264011005874176
Ukraine	TR04	Other	1511324362921627649
Ukraine	TR04	True	1499765369791205376
Ukraine	TR04	False	1499794845761740804
Ukraine	TR04	Other	1499742531101286401
Ukraine	TR04	Other	1511450662466433026
Ukraine	TR04	Other	1511437978270408704
Ukraine	TR04	Other	1511396502379413505
Ukraine	TR04	Other	1511396479600103433
Ukraine	TR04	Other	1511341683451039749
Ukraine	TR04	True	1497167055107338260
Ukraine	TR04	False	1499812499155210244
Ukraine	TR04	Other	1499814329876717568
Ukraine	TR04	Other	1511292939628158979
Ukraine	TR04	False	1496870440068960260
Ukraine	TR04	False	1499775902745563143
Ukraine	TR04	True	1499795709742178306
Ukraine	TR04	Other	1499853727246831626
Ukraine	TR04	Other	1499807289376714754
Ukraine	TR04	False	1499738152994541570
Ukraine	TR04	True	1499857844245610497
Ukraine	TR04	False	1499804196677333002
Ukraine	TR04	Other	1500471826048331788
Ukraine	TR04	Other	1511328694681362440
Ukraine	TR04	Other	1511366357086003213
Ukraine	TR04	True	1499766516128038923
Ukraine	TR04	Other	1511343935289012246
Ukraine	TR04	False	1497170028512247808
Ukraine	TR04	False	1499779507682697224
Ukraine	TR04	Other	1511383613035761665
Ukraine	TR04	Other	1511451625491255297
Ukraine	TR04	Other	1511305643122122773
Ukraine	TR04	Other	1511278087706718208
Ukraine	TR04	True	1500090745864212493
Ukraine	TR04	False	1500522456947347463
Ukraine	TR04	Other	1511304436869697536
Ukraine	TR04	False	1499811521454563329
Ukraine	TR04	False	1499800935761158158
Ukraine	TR04	True	1501074091238989829
Ukraine	TR04	False	1499783725604904960
Ukraine	TR04	True	1499863397260746754
Ukraine	TR04	Other	1511348852527353865
Ukraine	TR05	False	1498982293867798528
Ukraine	TR05	Other	1498986922181550080
Ukraine	TR05	Other	1499395221188132864
Ukraine	TR05	False	1498977434099716097
Ukraine	TR05	Other	1510071767775293441
Ukraine	TR05	Other	1506660937150959620
Ukraine	TR05	Other	1499090487466250244
Ukraine	TR05	False	1499024888891428866
Ukraine	TR05	False	1499000896516243456
Ukraine	TR05	False	1498993819890688000
Ukraine	TR05	False	1498985715878834179
Ukraine	TR05	Other	1501631749306077194
Ukraine	TR05	Other	1501300518848761858
Ukraine	TR05	False	1499012687572963335
Ukraine	TR05	Other	1508685388218441728
Ukraine	TR05	False	1498998128552431628
Ukraine	TR05	Other	1510012214081687554
Ukraine	TR05	False	1498988763464273931
Ukraine	TR05	False	1499625977202327556
Ukraine	TR05	False	1499016988219346947
Ukraine	TR05	Other	1508461137607675908
Ukraine	TR05	False	1498984976582422534
Ukraine	TR05	Other	1504890623308050432
Ukraine	TR05	Other	1508105307364470784
Ukraine	TR05	Other	1499278213767385090
Ukraine	TR05	Other	1500473616462450705
Ukraine	TR05	False	1498976528520159235
Ukraine	TR05	False	1499130902609289221
Ukraine	TR05	False	1499099461724823553
Ukraine	TR05	False	1498976593326358530
Ukraine	TR05	Other	1495883807664263169
Ukraine	TR05	False	1499089440039481351
Ukraine	TR05	Other	1501298532019539978
Ukraine	TR05	Other	1510288644518653953
Ukraine	TR05	False	1498969533171785731
Ukraine	TR05	False	1499021872465428486
Ukraine	TR05	Other	1499774991507857408
Ukraine	TR05	Other	1498418493720571905
Ukraine	TR05	Other	1501295211305222153
Ukraine	TR05	Other	1497539668069527554
Ukraine	TR05	Other	1499988076411506691
Ukraine	TR05	False	1498981534195458051
Ukraine	TR05	True	1499450301681913859
Ukraine	TR05	Other	1509937096684982273
Ukraine	TR05	False	1499705710824902656
Ukraine	TR05	Other	1498302853739331585
Ukraine	TR05	Other	1499506037921091588
Ukraine	TR05	False	1499290848856612866
Ukraine	TR05	False	1498985921911435269
Ukraine	TR05	False	1499038833136054280
Ukraine	TR05	Other	1504894996876566530
Ukraine	TR05	Other	1497103149911490568
Ukraine	TR05	Other	1508439055108911104
Ukraine	TR05	Other	1492564215458062336
Ukraine	TR05	False	1498977479419170823
Ukraine	TR05	Other	1500248167484432384
Ukraine	TR05	False	1499020743614603265
Ukraine	TR05	Other	1498993371410485251
Ukraine	TR05	False	1498971089237594112
Ukraine	TR05	False	1498983786972958720
Ukraine	TR05	True	1498996264649822212
Ukraine	TR05	False	1499007533771546624
Ukraine	TR05	False	1499072848836632577
Ukraine	TR05	False	1498980484029853696
Ukraine	TR05	False	1499448880034988036
Ukraine	TR05	False	1499038850223689738
Ukraine	TR05	Other	1499171003104178178
Ukraine	TR05	Other	1510843626628300800
Ukraine	TR05	Other	1503800843606405131
Ukraine	TR05	Other	1499738477042319366
Ukraine	TR05	Other	1506691189126348806
Ukraine	TR05	False	1499020761146830853
Ukraine	TR05	False	1498984915756593162
Ukraine	TR05	False	1499849722529464322
Ukraine	TR05	False	1498960456253423622
Ukraine	TR05	False	1498989909729857536
Ukraine	TR05	True	1504810098857754626
Ukraine	TR05	True	1499074286929289218
Ukraine	TR05	False	1498979927772831744
Ukraine	TR05	False	1499500413464334343
Ukraine	TR05	Other	1508592771950690317
Ukraine	TR05	False	1499056587494862857
Ukraine	TR05	False	1499016657519398917
Ukraine	TR05	Other	1499020479360901122
Ukraine	TR05	False	1498967804422279178
Ukraine	TR05	False	1499025347916050440
Ukraine	TR05	False	1499055780053630977
Ukraine	TR05	Other	1498413715972055047
Ukraine	TR05	Other	1503358097133289477
Ukraine	TR05	False	1499301500220231682
Ukraine	TR05	Other	1503351621262221312
Ukraine	TR05	False	1499276493029052416
Ukraine	TR05	Other	1504718321983406080
Ukraine	TR05	False	1498975870987517952
Ukraine	TR05	False	1498993538519941124
Ukraine	TR05	Other	1500344136540606467
Ukraine	TR05	Other	1498411848122654731
Ukraine	TR05	False	1499054365339967495
Ukraine	TR05	Other	1510289475322236941
Ukraine	TR05	False	1498964590415208449
Ukraine	TR05	Other	1500767184355741696
Ukraine	TR05	Other	1510570124230766595
Ukraine	TR05	True	1499025716159123466
Ukraine	TR05	Other	1502677597985161228
Ukraine	TR05	False	1499445479918161923
Ukraine	TR05	False	1498979822118309890
Ukraine	TR05	False	1498984479720943619
Ukraine	TR05	Other	1501643811990167562
Ukraine	TR06	Other	1511017906066407428
Ukraine	TR06	False	1502038690587160581
Ukraine	TR06	False	1502696393584128009
Ukraine	TR06	Other	1499398364764377090
Ukraine	TR06	True	1501784915075084290
Ukraine	TR06	False	1505099417665347586
Ukraine	TR06	False	1501995610869751815
Ukraine	TR06	False	1501496231050231810
Ukraine	TR06	False	1505534886802866192
Ukraine	TR06	Other	1511004463762391049
Ukraine	TR06	False	1502368414119219213
Ukraine	TR06	False	1502434805664948232
Ukraine	TR06	False	1503369989906210825
Ukraine	TR06	Other	1502561705800482821
Ukraine	TR06	False	1501711570296004609
Ukraine	TR06	False	1502777244644790278
Ukraine	TR06	False	1502196182189289480
Ukraine	TR06	Other	1507427277197520896
Ukraine	TR06	Other	1508119152883482625
Ukraine	TR06	Other	1510528252170969089
Ukraine	TR06	False	1502279278817423360
Ukraine	TR06	True	1501945074082410502
Ukraine	TR06	Other	1507335586356637697
Ukraine	TR06	False	1500325429344882698
Ukraine	TR06	False	1502756917998927875
Ukraine	TR06	Other	1502275508809224200
Ukraine	TR06	Other	1511099945536864258
Ukraine	TR06	Other	1505275549723381768
Ukraine	TR06	Other	1507905402142437379
Ukraine	TR06	Other	1508057494001786880
Ukraine	TR06	Other	1497272649445167113
Ukraine	TR06	False	1502208826560372740
Ukraine	TR06	Other	1500514578832445444
Ukraine	TR06	False	1500290576649834498
Ukraine	TR06	True	1503700034327441409
Ukraine	TR06	True	1501478807517155332
Ukraine	TR06	Other	1507736306297753603
Ukraine	TR06	False	1502045379403350016
Ukraine	TR06	False	1501492293467099142
Ukraine	TR06	False	1509411109111054337
Ukraine	TR06	False	1501860178706194432
Ukraine	TR06	Other	1508403915158695941
Ukraine	TR06	False	1502232571672993792
Ukraine	TR06	Other	1509765439836106757
Ukraine	TR06	Other	1507622078542929922
Ukraine	TR06	Other	1508510469644070922
Ukraine	TR06	Other	1507816958510649355
Ukraine	TR06	Other	1508689338846044161
Ukraine	TR06	False	1502600015914622982
Ukraine	TR06	False	1501462953161285637
Ukraine	TR06	Other	1507278124802789376
Ukraine	TR06	False	1501843841476968448
Ukraine	TR06	Other	1508728792273068039
Ukraine	TR06	False	1502344177903980546
Ukraine	TR06	Other	1501800828310536193
Ukraine	TR06	Other	1507322304447107087
Ukraine	TR06	Other	1498690328823578633
Ukraine	TR06	Other	1507280565816508437
Ukraine	TR06	False	1501540736726192130
Ukraine	TR06	Other	1508111343433523201
Ukraine	TR06	Other	1502312597021933568
Ukraine	TR06	Other	1510758437902340099
Ukraine	TR06	False	1500758617036832768
Ukraine	TR06	False	1500112783836426252
Ukraine	TR06	Other	1509067284052156421
Ukraine	TR06	False	1504789238851776561
Ukraine	TR06	Other	1499394084754046977
Ukraine	TR06	False	1501508099173138434
Ukraine	TR06	False	1503085129425637382
Ukraine	TR06	False	1501822229818089472
Ukraine	TR06	False	1502367603007930381
Ukraine	TR06	Other	1509275559515328517
Ukraine	TR06	Other	1510592246793621505
Ukraine	TR06	False	1502263308241494016
Ukraine	TR06	Other	1510552575573209092
Ukraine	TR06	Other	1510525477445898243
Ukraine	TR06	False	1500290618374774786
Ukraine	TR06	Other	1498668043865632768
Ukraine	TR06	Other	1499667548626898945
Ukraine	TR06	Other	1509932245087363089
Ukraine	TR06	False	1500931305680293894
Ukraine	TR06	False	1500133231177486340
Ukraine	TR06	Other	1508539092010733575
Ukraine	TR06	Other	1502644652838727684
Ukraine	TR06	Other	1507284043011964952
Ukraine	TR06	Other	1507982123277430787
Ukraine	TR06	False	1500299512325287937
Ukraine	TR06	Other	1502556685566713860
Ukraine	TR06	False	1503000615676436484
Ukraine	TR06	False	1504823394428243969
Ukraine	TR06	False	1500133785349861380
Ukraine	TR06	False	1501002434973478918
Ukraine	TR06	False	1500592061589995521
Ukraine	TR06	Other	1508782668409942030
Ukraine	TR06	Other	1510309923804094464
Ukraine	TR06	False	1508724292074225668
Ukraine	TR06	Other	1509846783953932292
Ukraine	TR06	Other	1508462678464999433
Ukraine	TR06	Other	1500107061740421123
Ukraine	TR06	Other	1511036606291091467
Ukraine	TR06	Other	1507585774874595333
Ukraine	TR06	Other	1508073594802348038
Ukraine	TR06	Other	1509987488533815296
Ukraine	TR06	False	1502579123184705539
Ukraine	TR06	False	1501825443082608640
Ukraine	TR06	Other	1509096845255008258
Ukraine	TR06	True	1503423623696207872
Ukraine	TR06	False	1500492138559193091
Ukraine	TR06	Other	1507292673526349824
Ukraine	TR06	False	1501859585329618945
Ukraine	TR06	False	1501246386771214345
Ukraine	TR06	False	1501937821195530257
Ukraine	TR06	False	1500876935538352130
Ukraine	TR06	False	1503436349835296776
Ukraine	TR06	Other	1509123085647110146
Ukraine	TR06	False	1490291726334009345
Ukraine	TR06	Other	1507828679128371205
Ukraine	TR06	False	1500412588374568962
Ukraine	TR06	Other	1507781072247037961
Ukraine	TR06	False	1500707639734546432
Ukraine	TR06	Other	1511453401640579072
Ukraine	TR06	Other	1508950768082116608
Ukraine	TR06	False	1502209839312871428
Ukraine	TR06	False	1502717736895586309
Ukraine	TR06	Other	1511464917517361154
Ukraine	TR06	Other	1507824156334776320
Ukraine	TR06	False	1501513222351953920
Ukraine	TR06	False	1500337899459522560
Ukraine	TR06	False	1500958312522829830
Ukraine	TR06	False	1501309325188292608
Ukraine	TR06	Other	1507476593752559620
Ukraine	TR06	Other	1508620217336934408
Ukraine	TR06	Other	1502203419796332550
Ukraine	TR06	False	1502034771379204107
Ukraine	TR06	False	1501536256139870210
Ukraine	TR06	False	1500077218680217601
Ukraine	TR06	True	1505854505006608389
Ukraine	TR07	False	1497905143664156673
Ukraine	TR07	Other	1511424252888682498
Ukraine	TR07	False	1498093905547513856
Ukraine	TR07	False	1497905263256518658
Ukraine	TR07	Other	1511430461079310336
Ukraine	TR07	Other	1511063135859486724
Ukraine	TR07	False	1497929693563129865
Ukraine	TR07	False	1498161456361127940
Ukraine	TR07	False	1497935117632770054
Ukraine	TR07	False	1498186865605763072
Ukraine	TR07	Other	1511413021326950408
Ukraine	TR07	False	1497885446562533376
Ukraine	TR07	Other	1511050052021768194
Ukraine	TR07	Other	1511439988235419656
Ukraine	TR07	False	1497901641328205827
Ukraine	TR07	False	1497952781965172736
